ParserFlags	Ch	Counter	T/R	Time	Flags	CAN ID	Len	Data	
1	0	29	TX	22458228		0x0000079a	8	0x23 00 00 00 00 00 80 00 	
1	0	1	TX	22458237		0x00000784	8	0x02 10 81 00 00 00 00 00 	
1	0	1	TX	22458287		0x0000078c	8	0x02 50 81 ff ff ff ff ff 	
1	0	2	TX	22458298		0x00000784	8	0x02 10 c0 00 00 00 00 00 	
1	0	2	TX	22458325		0x0000078c	8	0x02 50 c0 ff ff ff ff ff 	
1	0	3	TX	22458326		0x00000784	8	0x02 21 83 00 00 00 00 00 	
1	0	3	TX	22458377		0x0000078c	8	0x10 1a 61 83 33 4e 41 30 	
1	0	4	TX	22458379		0x00000784	8	0x30 00 00 00 00 00 00 00 	
1	0	4	TX	22458393		0x0000078c	8	0x21 41 01 30 00 00 30 41 	
1	0	5	TX	22458427		0x0000078c	8	0x22 42 41 42 31 5a 35 41 	
1	0	6	TX	22458461		0x0000078c	8	0x23 30 30 00 00 00 80 ff 	
1	0	5	TX	22458461		0x00000784	8	0x02 21 ff 00 00 00 00 00 	
1	0	7	TX	22458516		0x0000078c	8	0x10 1a 61 ff 00 00 00 00 	
1	0	6	TX	22458520		0x00000784	8	0x30 00 00 00 00 00 00 00 	
1	0	8	TX	22458541		0x0000078c	8	0x21 00 46 30 30 30 30 46 	
1	0	9	TX	22458568		0x0000078c	8	0x22 30 30 30 30 01 11 02 	
1	0	10	TX	22458601		0x0000078c	8	0x23 28 00 00 5c 47 5b ff 	
1	0	7	TX	22458602		0x00000784	8	0x02 10 81 00 00 00 00 00 	
1	0	11	TX	22458658		0x0000078c	8	0x02 50 81 ff ff ff ff ff 	
1	0	1	TX	22458660		0x00000792	8	0x02 10 c0 00 00 00 00 00 	
1	0	1	TX	22458660		0x00000793	8	0x02 50 c0 00 00 00 00 00 	
1	0	2	TX	22458663		0x00000792	8	0x02 21 83 00 00 00 00 00 	
1	0	2	TX	22458697		0x00000793	8	0x10 1a 61 83 33 4e 41 30 	
1	0	3	TX	22458699		0x00000792	8	0x30 00 00 00 00 00 00 00 	
1	0	3	TX	22458700		0x00000793	8	0x21 45 01 42 08 01 00 0c 	
1	0	4	TX	22458704		0x00000793	8	0x22 00 00 01 00 0c 05 28 	
1	0	5	TX	22458706		0x00000793	8	0x23 00 00 00 00 00 80 28 	
1	0	4	TX	22458706		0x00000792	8	0x02 21 ff 00 00 00 00 00 	
1	0	6	TX	22458708		0x00000793	8	0x10 1a 61 ff 00 00 00 00 	
1	0	5	TX	22458708		0x00000792	8	0x30 00 00 00 00 00 00 00 	
1	0	7	TX	22458710		0x00000793	8	0x21 00 52 30 30 30 30 43 	
1	0	8	TX	22458711		0x00000793	8	0x22 4f 4e 33 2b 02 13 07 	
1	0	9	TX	22458713		0x00000793	8	0x23 26 00 00 5c 03 3e 07 	
1	0	6	TX	22458713		0x00000792	8	0x02 10 81 00 00 00 00 00 	
1	0	10	TX	22458715		0x00000793	8	0x02 50 81 00 00 00 00 00 	
1	0	3	TX	22458718		0x0000079b	8	0x02 10 c0 00 00 00 00 00 	
1	0	18	TX	22458729		0x000007bb	8	0x02 50 c0 ff ff ff ff ff 	
1	0	4	TX	22458729		0x0000079b	8	0x02 21 83 00 00 00 00 00 	
1	0	19	TX	22458742		0x000007bb	8	0x10 1a 61 83 33 4e 41 30 	
1	0	5	TX	22458742		0x0000079b	8	0x30 00 00 00 00 00 00 00 	
1	0	20	TX	22458768		0x000007bb	8	0x21 44 50 42 05 17 00 00 	
1	0	21	TX	22458784		0x000007bb	8	0x22 00 00 00 96 45 00 00 	
1	0	22	TX	22458798		0x000007bb	8	0x23 00 00 00 00 00 80 ff 	
1	0	6	TX	22458798		0x0000079b	8	0x02 21 84 00 00 00 00 00 	
1	0	23	TX	22458815		0x000007bb	8	0x10 16 61 84 32 33 30 4a 	
1	0	7	TX	22458815		0x0000079b	8	0x30 00 00 00 00 00 00 00 	
1	0	24	TX	22458827		0x000007bb	8	0x21 54 31 31 30 43 39 30 	
1	0	25	TX	22458843		0x000007bb	8	0x22 30 30 31 37 34 20 20 	
1	0	26	TX	22458857		0x000007bb	8	0x23 20 20 ff ff ff ff ff 	
1	0	8	TX	22458857		0x0000079b	8	0x02 21 ff 00 00 00 00 00 	
1	0	27	TX	22458935		0x000007bb	8	0x10 1a 61 ff 00 00 00 00 	
1	0	9	TX	22458937		0x0000079b	8	0x30 00 00 00 00 00 00 00 	
1	0	28	TX	22458951		0x000007bb	8	0x21 00 52 30 30 30 30 43 	
